Date,Habit,Status
2024-03-17,Meditation,Completed
2024-08-18,Reading,Completed
2024-06-19,Meditation,Completed
2024-03-06,Meditation,Completed
2024-12-07,Water Intake,Partial
2024-06-15,Reading,Exceeded
2024-10-18,Water Intake,Partial
2024-01-30,Exercise,Exceeded
2024-05-24,Water Intake,Skipped
2024-10-18,Meditation,Skipped
2024-08-31,Reading,Exceeded
2024-04-09,Meditation,Partial
2024-01-18,Exercise,Skipped
2024-02-24,Reading,Skipped
2024-07-05,Water Intake,Exceeded
2024-12-03,Water Intake,Exceeded
2024-07-20,Reading,Skipped
2024-08-24,Exercise,Partial
2024-12-26,Meditation,Completed
2024-01-30,Meditation,Completed
2024-05-09,Meditation,Exceeded
2024-07-20,Journaling,Skipped
2024-12-06,Reading,Partial
2024-10-14,Journaling,Completed
2024-04-08,Reading,Completed
2024-08-24,Exercise,Completed
2024-11-01,Meditation,Completed
2024-01-09,Reading,Partial
2024-05-04,Journaling,Exceeded
2024-08-20,Reading,Completed
2024-12-31,Water Intake,Exceeded
2024-09-22,Meditation,Partial
2024-06-19,Journaling,Exceeded
2024-12-10,Meditation,Skipped
2024-05-01,Journaling,Completed
2024-10-26,Meditation,Partial
2024-07-23,Journaling,Partial
2024-02-28,Reading,Exceeded
2024-09-30,Journaling,Exceeded
2024-06-25,Reading,Partial
2024-12-11,Reading,Completed
2024-02-12,Exercise,Partial
2024-08-18,Meditation,Partial
2024-03-25,Water Intake,Skipped
2024-07-16,Journaling,Exceeded
2024-08-06,Meditation,Partial
2024-07-05,Reading,Completed
2024-06-06,Exercise,Skipped
2024-12-03,Reading,Partial
2024-03-17,Journaling,Exceeded
2024-11-14,Journaling,Partial
2024-10-19,Journaling,Partial
2024-11-28,Exercise,Completed
2024-11-14,Water Intake,Exceeded
2024-01-23,Journaling,Skipped
2024-07-20,Water Intake,Exceeded
2024-08-03,Water Intake,Skipped
2024-11-18,Journaling,Completed
2024-04-27,Journaling,Partial
2024-11-13,Exercise,Completed
2024-10-15,Meditation,Exceeded
2024-10-04,Journaling,Exceeded
2024-03-07,Journaling,Exceeded
2024-12-12,Exercise,Completed
2024-02-12,Water Intake,Partial
2024-12-04,Water Intake,Partial
2024-08-02,Exercise,Partial
2024-01-02,Exercise,Skipped
2024-11-21,Exercise,Completed
2024-12-26,Meditation,Completed
2024-01-23,Water Intake,Exceeded
2024-07-16,Journaling,Completed
2024-04-18,Meditation,Skipped
2024-09-27,Journaling,Completed
2024-12-03,Meditation,Exceeded
2024-01-01,Journaling,Partial
2024-05-08,Journaling,Skipped
2024-07-15,Meditation,Partial
2024-02-17,Journaling,Completed
2024-01-24,Water Intake,Partial
2024-09-21,Meditation,Partial
2024-10-19,Reading,Completed
2024-02-19,Reading,Partial
2024-06-05,Reading,Exceeded
2024-07-24,Reading,Completed
2024-08-30,Meditation,Exceeded
2024-06-21,Meditation,Partial
2024-03-22,Journaling,Partial
2024-04-27,Journaling,Partial
2024-01-13,Exercise,Skipped
2024-03-15,Journaling,Completed
2024-04-04,Reading,Partial
2024-10-08,Water Intake,Partial
2024-02-23,Reading,Completed
2024-08-08,Journaling,Skipped
2024-11-07,Journaling,Completed
2024-01-12,Meditation,Completed
2024-02-29,Exercise,Skipped
2024-12-05,Reading,Skipped
2024-06-22,Water Intake,Partial
2024-05-29,Exercise,Partial
2024-12-20,Journaling,Skipped
2024-01-28,Reading,Completed
2024-01-24,Journaling,Partial
2024-06-24,Journaling,Skipped
2024-08-10,Meditation,Exceeded
2024-03-12,Meditation,Skipped
2024-09-11,Exercise,Partial
2024-03-21,Meditation,Partial
2024-12-29,Exercise,Skipped
2024-10-26,Exercise,Skipped
2024-02-08,Reading,Partial
2024-02-28,Journaling,Skipped
2024-11-16,Meditation,Skipped
2024-09-12,Exercise,Exceeded
2024-01-20,Journaling,Partial
2024-12-08,Reading,Exceeded
2024-10-16,Exercise,Skipped
2024-11-21,Meditation,Skipped
2024-09-10,Exercise,Partial
2024-10-14,Reading,Exceeded
2024-10-04,Meditation,Exceeded
2024-12-28,Water Intake,Skipped
2024-08-20,Journaling,Skipped
2024-01-02,Water Intake,Skipped
2024-03-22,Reading,Skipped
2024-07-25,Exercise,Skipped
2024-04-19,Meditation,Skipped
2024-07-21,Exercise,Completed
2024-11-27,Water Intake,Skipped
2024-02-27,Journaling,Skipped
2024-05-01,Water Intake,Completed
2024-06-05,Journaling,Partial
2024-09-16,Exercise,Skipped
2024-01-05,Journaling,Skipped
2024-10-20,Exercise,Partial
2024-04-30,Exercise,Partial
2024-03-09,Water Intake,Skipped
2024-11-10,Reading,Completed
2024-02-12,Reading,Partial
2024-12-17,Water Intake,Partial
2024-07-29,Reading,Exceeded
2024-01-12,Water Intake,Partial
2024-06-27,Reading,Completed
2024-04-19,Water Intake,Completed
2024-04-06,Meditation,Completed
2024-10-19,Water Intake,Completed
2024-07-28,Meditation,Exceeded
2024-02-03,Meditation,Exceeded
2024-05-14,Journaling,Completed
2024-10-15,Reading,Completed
2024-03-30,Reading,Exceeded
2024-04-18,Journaling,Completed
2024-08-12,Exercise,Skipped
2024-06-09,Exercise,Skipped
2024-02-27,Meditation,Skipped
2024-02-25,Water Intake,Partial
2024-07-24,Reading,Exceeded
2024-06-04,Water Intake,Skipped
2024-10-11,Meditation,Completed
2024-10-25,Reading,Skipped
2024-06-18,Journaling,Completed
2024-05-05,Journaling,Exceeded
2024-03-11,Meditation,Exceeded
2024-01-16,Reading,Completed
2024-10-01,Journaling,Skipped
2024-10-02,Water Intake,Skipped
2024-11-24,Meditation,Skipped
2024-05-14,Journaling,Skipped
2024-08-25,Meditation,Completed
2024-07-10,Exercise,Partial
2024-02-17,Journaling,Exceeded
2024-11-24,Exercise,Skipped
2024-08-20,Water Intake,Exceeded
2024-06-15,Exercise,Skipped
2024-03-04,Reading,Exceeded
2024-06-14,Exercise,Completed
2024-06-08,Exercise,Completed
2024-11-20,Journaling,Completed
2024-09-09,Water Intake,Exceeded
2024-10-07,Exercise,Completed
2024-06-28,Exercise,Skipped
2024-06-18,Meditation,Exceeded
2024-09-22,Water Intake,Skipped
2024-10-09,Journaling,Completed
2024-08-17,Meditation,Exceeded
2024-03-08,Exercise,Skipped
2024-12-14,Water Intake,Exceeded
2024-12-07,Reading,Completed
2024-09-15,Water Intake,Exceeded
2024-01-06,Meditation,Partial
2024-12-03,Meditation,Exceeded
2024-10-06,Journaling,Partial
2024-08-17,Exercise,Partial
2024-04-11,Meditation,Skipped
2024-04-18,Journaling,Skipped
2024-07-10,Meditation,Skipped
2024-10-09,Journaling,Skipped
2024-03-14,Meditation,Completed
2024-03-17,Exercise,Completed
2024-05-02,Reading,Completed
2024-05-22,Reading,Skipped
2024-02-07,Reading,Skipped
2024-08-03,Exercise,Exceeded
2024-10-16,Exercise,Exceeded
2024-06-05,Reading,Partial
2024-11-02,Journaling,Skipped
2024-08-11,Water Intake,Exceeded
2024-03-16,Water Intake,Completed
2024-03-27,Meditation,Exceeded
2024-09-27,Reading,Partial
2024-04-25,Exercise,Skipped
2024-01-12,Exercise,Exceeded
2024-01-24,Exercise,Partial
2024-09-25,Water Intake,Partial
2024-06-16,Exercise,Completed
2024-01-09,Reading,Skipped
2024-11-28,Exercise,Exceeded
2024-09-07,Journaling,Partial
2024-10-17,Meditation,Completed
2024-03-21,Journaling,Exceeded
2024-11-12,Reading,Completed
2024-05-28,Meditation,Completed
2024-08-07,Journaling,Partial
2024-11-20,Water Intake,Partial
2024-09-04,Journaling,Partial
2024-03-26,Journaling,Completed
2024-03-24,Exercise,Skipped
2024-11-30,Journaling,Exceeded
2024-02-13,Reading,Exceeded
2024-02-09,Meditation,Exceeded
2024-09-18,Journaling,Completed
2024-09-29,Meditation,Partial
2024-10-29,Water Intake,Skipped
2024-02-16,Exercise,Exceeded
2024-06-16,Exercise,Exceeded
2024-10-12,Meditation,Skipped
2024-08-13,Reading,Completed
2024-05-02,Exercise,Exceeded
2024-04-02,Exercise,Exceeded
2024-02-25,Water Intake,Partial
2024-01-12,Exercise,Partial
2024-12-05,Exercise,Partial
2024-03-05,Journaling,Exceeded
2024-05-01,Water Intake,Exceeded
2024-10-31,Reading,Skipped
2024-02-08,Meditation,Exceeded
2024-12-16,Exercise,Skipped
2024-07-12,Reading,Exceeded
2024-07-06,Reading,Completed
2024-04-12,Journaling,Completed
2024-09-10,Meditation,Exceeded
2024-04-26,Exercise,Partial
2024-02-22,Journaling,Partial
2024-04-12,Exercise,Exceeded
2024-12-06,Exercise,Partial
2024-07-17,Water Intake,Completed
2024-12-11,Exercise,Skipped
2024-11-15,Journaling,Completed
2024-05-05,Water Intake,Exceeded
2024-03-15,Reading,Exceeded
2024-07-28,Meditation,Exceeded
2024-04-27,Reading,Exceeded
2024-09-24,Exercise,Skipped
2024-09-23,Exercise,Partial
2024-01-03,Reading,Completed
2024-06-29,Journaling,Partial
2024-11-13,Water Intake,Completed
2024-06-21,Water Intake,Partial
2024-01-18,Reading,Skipped
2024-05-01,Exercise,Exceeded
2024-08-09,Meditation,Completed
2024-03-17,Water Intake,Partial
2024-02-25,Journaling,Exceeded
2024-01-23,Water Intake,Skipped
2024-09-19,Exercise,Partial
2024-08-08,Water Intake,Completed
2024-09-27,Reading,Completed
2024-11-06,Exercise,Skipped
2024-01-10,Reading,Skipped
2024-11-14,Journaling,Skipped
2024-12-13,Exercise,Completed
2024-05-23,Reading,Exceeded
2024-06-19,Meditation,Skipped
2024-03-25,Meditation,Exceeded
2024-09-20,Journaling,Exceeded
2024-11-02,Exercise,Partial
2024-06-04,Exercise,Partial
2024-07-14,Water Intake,Skipped
2024-10-21,Meditation,Completed
2024-11-13,Water Intake,Partial
2024-11-15,Journaling,Partial
2024-09-27,Water Intake,Skipped
2024-07-05,Meditation,Exceeded
2024-03-14,Reading,Completed
2024-04-25,Meditation,Partial
2024-12-14,Water Intake,Partial
2024-06-17,Meditation,Partial
2024-11-10,Water Intake,Skipped
2024-08-10,Journaling,Exceeded
2024-05-29,Water Intake,Exceeded
2024-07-30,Meditation,Skipped
2024-06-08,Reading,Exceeded
2024-08-31,Exercise,Partial
2024-10-01,Meditation,Skipped
2024-03-09,Reading,Partial
2024-01-01,Exercise,Completed
2024-07-02,Water Intake,Completed
2024-02-03,Meditation,Partial
2024-11-18,Exercise,Completed
2024-03-22,Reading,Completed
2024-06-23,Reading,Completed
2024-01-22,Journaling,Partial
2024-02-08,Meditation,Completed
2024-04-01,Reading,Partial
2024-04-14,Water Intake,Skipped
2024-02-25,Meditation,Completed
2024-07-14,Meditation,Skipped
2024-11-22,Exercise,Skipped
2024-12-25,Exercise,Completed
2024-03-08,Meditation,Partial
2024-09-30,Exercise,Partial
2024-12-28,Meditation,Completed
2024-04-11,Journaling,Skipped
2024-05-31,Reading,Partial
2024-11-07,Exercise,Partial
2024-08-28,Reading,Completed
2024-02-27,Journaling,Exceeded
2024-01-09,Water Intake,Partial
2024-04-18,Journaling,Partial
2024-01-13,Meditation,Skipped
2024-11-30,Reading,Skipped
2024-07-21,Journaling,Completed
2024-08-06,Reading,Completed
2024-03-18,Meditation,Skipped
2024-07-29,Meditation,Partial
2024-04-02,Reading,Completed
2024-09-08,Exercise,Exceeded
2024-09-09,Water Intake,Skipped
2024-08-21,Reading,Partial
2024-10-26,Water Intake,Exceeded
2024-02-07,Journaling,Skipped
2024-02-15,Meditation,Completed
2024-09-15,Reading,Partial
2024-11-19,Meditation,Skipped
2024-12-02,Journaling,Exceeded
2024-12-18,Journaling,Partial
2024-09-08,Water Intake,Skipped
2024-10-11,Reading,Partial
2024-08-05,Meditation,Skipped
2024-07-30,Meditation,Partial
2024-11-07,Exercise,Skipped
2024-07-08,Meditation,Completed
2024-05-12,Meditation,Completed
2024-01-16,Journaling,Completed
2024-01-09,Meditation,Completed
2024-06-04,Water Intake,Partial
2024-01-02,Journaling,Completed
2024-06-15,Reading,Exceeded
2024-10-06,Reading,Skipped
2024-09-16,Reading,Partial
2024-08-08,Meditation,Skipped
2024-06-24,Exercise,Skipped
2024-05-25,Reading,Completed
2024-07-18,Exercise,Skipped
2024-10-27,Water Intake,Partial
2024-10-18,Journaling,Skipped
2024-08-06,Water Intake,Partial
2024-08-05,Journaling,Exceeded
2024-04-30,Journaling,Partial
2024-10-03,Meditation,Partial
2024-04-09,Exercise,Partial
2024-01-13,Exercise,Skipped
2024-11-05,Reading,Completed
2024-02-03,Exercise,Skipped
2024-09-03,Meditation,Partial
2024-11-21,Exercise,Completed
2024-07-20,Exercise,Partial
2024-03-01,Water Intake,Partial
2024-09-18,Reading,Skipped
2024-08-29,Journaling,Partial
2024-04-23,Meditation,Exceeded
2024-04-01,Water Intake,Partial
2024-08-01,Exercise,Skipped
2024-01-26,Reading,Skipped
2024-06-07,Reading,Exceeded
2024-12-09,Meditation,Partial
2024-08-09,Water Intake,Completed
2024-07-29,Exercise,Completed
2024-06-23,Reading,Exceeded
2024-10-09,Water Intake,Exceeded
2024-10-28,Reading,Skipped
2024-08-21,Water Intake,Exceeded
2024-02-03,Water Intake,Exceeded
2024-06-16,Water Intake,Skipped
2024-09-08,Journaling,Skipped
2024-03-21,Exercise,Completed
2024-09-09,Exercise,Skipped
2024-03-04,Reading,Partial
2024-02-07,Reading,Completed
2024-01-25,Reading,Exceeded
2024-07-16,Exercise,Skipped
2024-05-04,Reading,Exceeded
2024-12-31,Journaling,Partial
2024-09-14,Reading,Partial
2024-12-18,Journaling,Exceeded
2024-01-27,Water Intake,Completed
2024-01-10,Exercise,Exceeded
2024-07-03,Water Intake,Completed
2024-12-03,Water Intake,Skipped
2024-11-05,Water Intake,Exceeded
2024-12-30,Meditation,Completed
2024-07-07,Reading,Completed
2024-07-26,Meditation,Skipped
2024-12-04,Journaling,Skipped
2024-10-02,Reading,Partial
2024-09-09,Exercise,Partial
2024-07-11,Meditation,Partial
2024-10-17,Water Intake,Skipped
2024-02-03,Reading,Partial
2024-03-28,Meditation,Exceeded
2024-12-12,Journaling,Exceeded
2024-03-12,Journaling,Exceeded
2024-04-02,Water Intake,Skipped
2024-07-11,Meditation,Partial
2024-03-18,Exercise,Skipped
2024-04-22,Meditation,Completed
2024-06-11,Water Intake,Skipped
2024-12-06,Exercise,Completed
2024-01-23,Meditation,Partial
2024-01-06,Journaling,Skipped
2024-11-29,Meditation,Partial
2024-03-24,Meditation,Completed
2024-03-20,Exercise,Skipped
2024-08-28,Water Intake,Exceeded
2024-11-24,Meditation,Partial
2024-05-09,Journaling,Completed
2024-01-17,Reading,Exceeded
2024-02-13,Reading,Exceeded
2024-01-31,Reading,Exceeded
2024-06-13,Exercise,Exceeded
2024-01-13,Meditation,Skipped
2024-08-04,Water Intake,Exceeded
2024-11-11,Reading,Completed
2024-06-26,Exercise,Exceeded
2024-03-05,Reading,Partial
2024-09-03,Meditation,Completed
2024-05-20,Journaling,Partial
2024-01-15,Exercise,Exceeded
2024-05-10,Meditation,Skipped
2024-06-24,Meditation,Skipped
2024-01-20,Journaling,Completed
2024-03-07,Journaling,Skipped
2024-09-30,Journaling,Completed
2024-12-15,Meditation,Exceeded
2024-07-19,Journaling,Skipped
2024-02-16,Exercise,Completed
2024-06-13,Water Intake,Completed
2024-10-31,Journaling,Exceeded
2024-07-10,Water Intake,Exceeded
2024-09-14,Water Intake,Partial
2024-10-30,Meditation,Partial
2024-02-07,Reading,Exceeded
2024-03-07,Water Intake,Partial
2024-10-02,Water Intake,Exceeded
2024-11-06,Meditation,Skipped
2024-11-19,Reading,Completed
2024-08-22,Meditation,Exceeded
2024-03-18,Exercise,Skipped
2024-11-06,Exercise,Exceeded
2024-08-25,Water Intake,Completed
2024-11-05,Exercise,Exceeded
2024-12-26,Journaling,Skipped
2024-05-07,Water Intake,Skipped
2024-02-09,Meditation,Skipped
2024-02-03,Journaling,Completed
2024-02-23,Journaling,Partial
2024-01-27,Reading,Partial
2024-09-23,Exercise,Exceeded
2024-12-03,Reading,Skipped
2024-07-15,Water Intake,Completed
2024-12-26,Meditation,Partial
2024-04-19,Water Intake,Completed
2024-02-02,Journaling,Exceeded
2024-09-24,Reading,Partial
2024-11-02,Meditation,Exceeded
2024-08-29,Journaling,Exceeded
2024-10-30,Meditation,Exceeded
2024-11-03,Journaling,Exceeded
2024-10-25,Meditation,Skipped
2024-04-20,Meditation,Completed
2024-09-10,Exercise,Completed
2024-06-17,Reading,Skipped
2024-06-13,Meditation,Exceeded
2024-01-24,Water Intake,Skipped
2024-05-22,Meditation,Exceeded
2024-10-09,Journaling,Exceeded
2024-06-09,Journaling,Exceeded
2024-09-10,Meditation,Exceeded
2024-12-05,Journaling,Exceeded
2024-03-10,Journaling,Completed
2024-09-14,Water Intake,Partial
2024-08-25,Meditation,Partial
2024-02-06,Exercise,Partial
2024-02-26,Reading,Exceeded
2024-01-03,Reading,Completed
2024-10-14,Journaling,Exceeded
2024-10-02,Journaling,Skipped
2024-10-14,Exercise,Completed
2024-12-14,Exercise,Completed
2024-10-23,Journaling,Completed
2024-12-26,Exercise,Partial
2024-08-05,Reading,Exceeded
2024-03-17,Exercise,Exceeded
2024-10-09,Meditation,Skipped
2024-03-30,Meditation,Skipped
2024-09-10,Exercise,Skipped
2024-01-06,Meditation,Exceeded
2024-11-09,Water Intake,Exceeded
2024-03-09,Meditation,Completed
2024-10-29,Meditation,Skipped
2024-01-31,Reading,Completed
2024-01-12,Water Intake,Exceeded
2024-05-01,Reading,Skipped
2024-02-13,Meditation,Exceeded
2024-08-22,Water Intake,Partial
2024-05-04,Reading,Exceeded
2024-05-13,Journaling,Completed
2024-08-05,Journaling,Exceeded
2024-06-02,Journaling,Exceeded
2024-04-16,Journaling,Exceeded
2024-10-31,Meditation,Exceeded
2024-02-28,Meditation,Skipped
2024-09-11,Exercise,Skipped
2024-12-04,Meditation,Skipped
2024-09-14,Exercise,Partial
2024-10-28,Exercise,Skipped
2024-11-10,Meditation,Partial
2024-09-17,Meditation,Skipped
2024-07-28,Journaling,Partial
2024-12-21,Meditation,Skipped
2024-11-16,Meditation,Skipped
2024-09-24,Meditation,Exceeded
2024-07-03,Exercise,Completed
2024-03-23,Water Intake,Exceeded
2024-05-13,Meditation,Completed
2024-09-05,Meditation,Partial
2024-06-30,Exercise,Skipped
2024-05-16,Meditation,Skipped
2024-08-22,Meditation,Partial
2024-11-15,Water Intake,Exceeded
2024-06-02,Water Intake,Exceeded
2024-07-04,Water Intake,Completed
2024-08-25,Journaling,Exceeded
2024-02-07,Exercise,Partial
2024-10-19,Water Intake,Completed
2024-10-17,Exercise,Skipped
2024-11-05,Water Intake,Exceeded
2024-11-01,Exercise,Exceeded
2024-04-29,Exercise,Skipped
2024-05-23,Journaling,Partial
2024-12-17,Exercise,Exceeded
2024-05-08,Reading,Completed
2024-10-03,Exercise,Partial
2024-04-26,Meditation,Partial
2024-06-17,Exercise,Skipped
2024-09-08,Meditation,Completed
2024-03-27,Water Intake,Skipped
2024-10-18,Exercise,Exceeded
2024-07-06,Journaling,Partial
2024-05-31,Water Intake,Exceeded
2024-06-09,Journaling,Exceeded
2024-04-24,Reading,Exceeded
2024-09-25,Meditation,Partial
2024-06-16,Water Intake,Completed
2024-09-22,Water Intake,Completed
2024-02-29,Exercise,Completed
2024-05-21,Journaling,Completed
2024-10-26,Exercise,Exceeded
2024-10-06,Water Intake,Exceeded
2024-03-14,Reading,Partial
2024-02-16,Exercise,Exceeded
2024-09-15,Reading,Exceeded
2024-12-23,Reading,Partial
2024-12-23,Journaling,Completed
2024-05-24,Exercise,Skipped
2024-11-03,Meditation,Completed
2024-08-03,Reading,Exceeded
2024-06-11,Journaling,Completed
2024-09-13,Reading,Skipped
2024-02-05,Exercise,Exceeded
2024-09-25,Water Intake,Partial
2024-11-23,Water Intake,Partial
2024-02-08,Water Intake,Completed
2024-01-16,Water Intake,Exceeded
2024-07-06,Journaling,Partial
2024-07-19,Reading,Completed
2024-03-29,Reading,Exceeded
2024-07-23,Journaling,Skipped
2024-05-06,Water Intake,Partial
2024-02-20,Journaling,Completed
2024-06-06,Journaling,Completed
2024-10-05,Reading,Exceeded
2024-09-20,Reading,Exceeded
2024-12-02,Journaling,Exceeded
2024-12-29,Reading,Skipped
2024-10-08,Meditation,Exceeded
2024-01-23,Water Intake,Skipped
2024-04-02,Meditation,Partial
2024-03-19,Exercise,Skipped
2024-04-12,Meditation,Completed
2024-10-11,Water Intake,Exceeded
2024-09-07,Water Intake,Exceeded
2024-10-01,Reading,Skipped
2024-12-26,Exercise,Completed
2024-08-12,Meditation,Skipped
2024-04-18,Exercise,Skipped
2024-01-13,Water Intake,Exceeded
2024-10-25,Water Intake,Exceeded
2024-10-18,Water Intake,Skipped
2024-07-28,Journaling,Completed
2024-12-09,Meditation,Partial
2024-06-06,Water Intake,Exceeded
2024-04-26,Meditation,Completed
2024-01-22,Meditation,Exceeded
2024-07-26,Exercise,Partial
2024-11-25,Meditation,Exceeded
2024-04-08,Reading,Partial
2024-03-26,Water Intake,Completed
2024-07-27,Journaling,Exceeded
2024-10-30,Water Intake,Exceeded
2024-03-28,Exercise,Completed
2024-07-22,Water Intake,Exceeded
2024-12-20,Exercise,Exceeded
2024-09-28,Water Intake,Partial
2024-11-01,Water Intake,Exceeded
2024-02-21,Meditation,Exceeded
2024-10-16,Reading,Partial
2024-01-15,Water Intake,Completed
2024-08-23,Journaling,Partial
2024-10-02,Water Intake,Exceeded
2024-04-04,Meditation,Partial
2024-06-07,Exercise,Exceeded
2024-06-25,Reading,Exceeded
2024-09-12,Water Intake,Completed
2024-06-08,Reading,Completed
2024-08-31,Exercise,Partial
2024-08-27,Water Intake,Skipped
2024-11-02,Journaling,Skipped
2024-05-19,Reading,Partial
2024-01-18,Journaling,Exceeded
2024-11-27,Reading,Completed
2024-04-10,Meditation,Exceeded
2024-10-01,Exercise,Completed
2024-06-01,Reading,Completed
2024-01-29,Water Intake,Partial
2024-10-04,Reading,Completed
